 Best Show Ever,10.0
 The 3rd season is amazing!,10.0
 Winter of the mind and common sense.,1.0
" DEAD SERIOUS BLOODY human flesh skewered, NAKED FEMALES PIERCED, organs, maggots, breasts (oh great plot craft too)",1.0
 Reading or watching?...Reading definitely.,1.0
 One of the best shows,10.0
 Only Game In Town,10.0
 Books are better,1.0
 UnimaginativeTestosterone Pretending To Be Edgy,1.0
 Simply the BEST,10.0
 Could have been so great...,4.0
 Season 5: Hugely disappointing.,5.0
" Easily The Greatest Fantasy Television Show Ever, And Better Than Most Fantasy Films.",9.0
 Game of Moans :(,2.0
 For those who haven't read the Books.,10.0
 Best TV Show by far,10.0
 As true to the books as possible given the time restrictions,10.0
 What's the big fuss about this show?,1.0
 Not worth the time,3.0
 Filth - do not trick yourself into thinking otherwise,1.0
 I really liked GOT till Season 7,4.0
 A lot of wind but no direction,5.0
 Do not miss out!,10.0
 Best TV Show Ever!,10.0
 Fans of the book rejoice!! A winner in all categories!,10.0
 Can't wait for the second season,10.0
 As good as TV can get,9.0
" This review is about the season 7 only, may contain spoilers",1.0
 Depressing Muck,1.0
 This is mount Everest of TV series,10.0
 Best TV show ever.,10.0
 Shame for other TV Series,10.0
 Incredible Viewing,10.0
 best,10.0
 Favorite TV series,10.0
 No show seems greater to me other than this,10.0
 Outstanding,10.0
 The Greatest TV Show of All Time,10.0
 Amazing,10.0
 I BLAST MY MIND WITH GAMES OF THRONES,10.0
 This Is Really THE BEST TV Series Ever made (at least in my opinion),10.0
 Damn Awesome - Watch it or Earn the Wrath of Arya Stark!,10.0
 The Best,10.0
 Outstanding TV Series.,9.0
 Winter is coming.,10.0
 Peter Dinklage for an Oscar!!!,10.0
 The perfect start,10.0
 Wow... Just wow...,1.0
 Its like Gossip Girl in the medieval times,1.0
 Why the World needs Game of Thrones?,10.0
 There is no better show on TV (at least Fantasy genre) than Game of Thrones.,10.0
 The best TV show running,10.0
 You Don't Compare With Lords Of the Ring,10.0
 Amazing,10.0
 Outstanding is an understatement,10.0
 Those Shocking Episode Endings Rule!,
 Torturing Women is The New Normal. Sewer Material Served on Silver Platters.,1.0
 One of the best series ever!',10.0
 Quality HBO production,8.0
 Wow!,10.0
 The Game of Porcelain Thrones (S1-3),1.0
 Quite bad actually,8.0
 best show on now,10.0
 Most Addicted TV series ever mad in history ....,10.0
 Best series Ever,10.0
 Can't get enough of this show,10.0
 Amazing! (English),10.0
 Outstanding in all ways,10.0
 Probably the best TV show in the new millennium so far,10.0
" Now this is ""TV worth watching!""",10.0
 Game of Thrones,10.0
 One of the Greatest of all times.,10.0
 Wow,10.0
 Game of thrones,10.0
 Great views,10.0
 Fantastic a must see,10.0
 Deserved of a Throne,9.0
 Winter is Coming,10.0
 Game of Thrones Sucks,1.0
 The Love of My Life,10.0
 Game of Thrones is a masterpiece,10.0
 One of the greatest shows of all time,10.0
 That's some addictive stuff !,10.0
 The most epic series ever created!,10.0
" Wheel crafted, well done, a good experience",10.0
 It's not TV. It's HBO.,10.0
 Incredible - Its like a web full of little links.,10.0
" 50% Lord of the Rings, 50% Spartacus Blood and Sand, & 100% awesome",10.0
 A Song for the eyes and mind,10.0
 Overrated,1.0
" I'm sorry, I just don't get it...",10.0
 The best show on television. Hands down.,10.0
 Must watch!,10.0
 Nothing Quiet Like It,8.0
 Great Books = Great Television Series,10.0
 Absolutely Amazing,10.0
 All round fantastic take on the fantasy genre,10.0
 This is how you turn a great story into great television,10.0
 At Last - Adult Fantasy For Tolkien Non-Enthusiasts,9.0
 fantasy that bites,10.0
 Very fast pace but loyal to book,8.0
 I wonder why you people like it so much?,1.0
 Unjustified negativity,8.0
 A lazy and raunchy series for those that enjoy watching injustice played out,1.0
 The uproar on the internet intrigued me.,8.0
 This show is boring to watch,1.0
 Poor,1.0
 Seven Kingdoms of epic.,10.0
 Best TV series ever,10.0
 The BESSSTTT Show on TV !!!!!!!!!!!,10.0
 Exceptional storytelling with unmatched depth,9.0
 Just read below!,10.0
 Believe the hype,9.0
 Game of Thrones - Looking forward to more.,10.0
 Stunning portrayal,10.0
 Makes everything else look Amateur,10.0
" Absolutely fantastic...from an ""outsider's"" perspective",10.0
" Great show, surprised me, bought the books",10.0
 Nothing ever beats a book...but this is damn close so far,9.0
 Great Book Adaptation,10.0
" enough already, with this game of bores",1.0
 Awful show,1.0
 I think I know why some are conflicted...,10.0
 Terrible.. nothing happens,1.0
 This TV series is magnificent,10.0
 This show has everything!,10.0
 Poorly Made and Boring,1.0
 Don't Trust the Stars,1.0
 I've never seen a TV show like this one!,10.0
 Don't watch this... No show you view will ever affect you the same way.,10.0
" Impressive epic with plenty of violence , fierce combats , plot twists , gore and blood .",8.0
 Greatest TV series of all time,10.0
 A ticking time bomb full of Wildfire,10.0
 10 stars are not enough,10.0
 Something for everyone!,10.0
 A show with ups and downs and definitely overrated.,3.0
 Season five has gone off the rails. Just not the same show.,3.0
 The novelty wore off 2 seasons ago,3.0
 Too light to watch,9.0
 George g...RRR Martin is Horrible,1.0
 Great on the surface...ran into the ground,7.0
 A new dimension to an old story,9.0
 Garbage,3.0
 Shocking violence,1.0
 Blood Splattered Soft Porn Set in the Middle Ages,2.0
" Cheap, weird, bad soap opera",1.0
 Expensive failure,1.0
 Great story but I don't feel like seeing a porno,5.0
 If you haven't watched it go watch it.,10.0
 Thank You Pedro Pascal,10.0
 outstanding series!,10.0
 WOW this is an amazing TV series,10.0
 Perfection,10.0
 One of the most stunning... or the most?,10.0
 Want to Be Entertained; Pull Up a Seat,9.0
 Excellent Adaptation of A Song of Ice and Fire,9.0
 Game Of Thrones- You Win or You Die,10.0
 Deep and Entertaining,10.0
 Excellent adaptation,9.0
 Best TV show ever made,10.0
 Absolutely Magnificent,10.0
 There is no greater show than Game of Thrones!,10.0
 The best show out there ever.,10.0
" Once again, skip these idiot reviews and watch for yourself.",7.0
 very awesome,10.0
 The best show currently airing!,10.0
 One of the best fantasy series,10.0
 Superb,10.0
 One of the best TV series i've ever seen,10.0
 LOTR of the small screen,10.0
 Absolutely top-class!,10.0
 Long Live the Seven Kingdoms of Westeroes,10.0
 I hate this show. ABYSMAL!,1.0
 Godly,10.0
 Absolutely riveting,10.0
 Love love love,10.0
 A Special Show!!!,10.0
 Read the books!!!,10.0
 Complex and Addictive,9.0
 Perhaps the best TV series of 2011,10.0
 Even better than sliced bread!!,10.0
" ""You did not fight nobly!"" ""No... (Points to the chasm he pushed his opponent into) He did!""",10.0
 Simply the best!,10.0
 a new addiction,10.0
" Extremely good, most worthwhile thing on TV right now",10.0
 The most BORING and overrated show of all time! NOTHING compared to the superior Breaking Bad,1.0
 An Alternative To Popular Opinion..Read On If You Dare!!!,4.0
 Dropped the ball,6.0
 HBO Does it again!,10.0
 Oh my God what a piece of crap!,1.0
" Quite overrated and an insult to men, what a great show, right?",1.0
 So fking overrtate piece of sht,1.0
 Not a flattering reflection of the book!,2.0
" If I rated with my emotions, this would be a 7",5.0
 One of my favorite series.,8.0
 Absolutely fantastic. The best show in TV history,10.0
 Fantastic!!,10.0
 Absolutely groundbreaking!,10.0
 Valar Morghulis,10.0
 Brilliant!,
" Noble history, attitudes, and dreams in a nutshell",9.0
 You may want to sit back and enjoy because well-executed entertainment is coming!,10.0
 A Legacy to Remember,10.0
 Excellent swords and sorcery behemoth!,10.0
 Movie show,10.0
 Absolutely riveting!,10.0
 A Stunner!!!!,10.0
 The best TV show of all time. Do you want to know why?,10.0
 Breathtaking!,10.0
 Started out well but...,5.0
 Pure 100% Gold!George R.R. Martin is a genius!,10.0
 Why do people always compare series with books?,10.0
 Probably TV's Finest Show,10.0
 Captivating,10.0
" Well Cast, Well Acted, Well Done",9.0
 watch this show,10.0
 Best.Show.On.TV,10.0
 Best TV Series I have ever seen.,10.0
 Awesome Show,10.0
 fantasy meets reality,10.0
" outstanding, but, I'm afraid, most likely popular for the wrong reasons",9.0
 Sets the bar impossibly high for a TV series!,10.0
 Fantastic,10.0
" Having read all the books, I was expecting great things from this series and HBO have done it well.",10.0
 Quite Possibly the Greatest Thing to Ever Come Out Your TV,10.0
 Never thought it was going to be this good,10.0
" A Tasteless, Boring Mess!!!",2.0
 Meh,4.0
 Incoherent,3.0
 Nudity and Gore,2.0
 A true masterpiece,9.0
 As good as it gets!,10.0
 One very sick show,1.0
" You used to be cool, man",2.0
" A dark, gritty, twisted fairy-tale. Beautiful, poetic, ruthless and unforgettable!!!",10.0
 The best show ever !!!,10.0
 Simply Mind Blowing,10.0
 Wow.... Simply.... WOW!,10.0
" It's the best movie ever made, except it never has to end.",9.0
 best of the best TV series,10.0
 Really good start,10.0
 Mind blowingly awesome I wish I could give more than 10 stars.,10.0
 Tyrion!!!,10.0
 Best Show Ever .,10.0
 Simply brilliant with near-perfect acting and writing.,10.0
 must watch for anyone who likes any of it's genres,10.0
 I am obsessed!!,10.0
 Amazing Show!,10.0
 Every climax in every episode leaves me hanging,10.0
 George RR Martin's dream come true.,10.0
" Acting, Screenplay, Directing, Storyline, Characters, Sounds and Music",10.0
 Dinklage makes a better Tyrion than one in the books!!,10.0
 I Feel Obligated to Review This,10.0
 The perfect show,10.0
 Winter is Coming,10.0
 A must watch for everyone with an imagination!,10.0
 Simply the best (Gauranteed),10.0
 Quick Review - No spoilers,9.0
 Season 1,10.0
 An addictive adult fantasy series,10.0
 How the HELL does this have a 9.5 on IMDb?,5.0
 Afraid To Show Feelings,7.0
" Beautiful, well acted and ridiculous.",3.0
 -9.4 rating is more like it (Horrible show),1.0
" Sex, betrayal, violence...And where's the payoff?",1.0
 potentially good show completely destroyed by over-rating and poor storytelling,1.0
" Poor storytelling, slow and boring",3.0
 This show sucks,1.0
 Over-hyped nonsense,2.0
 This show breaks(or should break) the IMDb rating system.,10.0
 Could be the best show EVER of television,10.0
 Utter crap.,1.0
 Who is who and what now?,10.0
 Zero stars!!,1.0
" Great story, good acting, brilliant directing and scenery, TOO much porn and gratuity",7.0
" Soul of Shakespeare, soul of what acting represents",7.0
 late stage feminist propaganda imho,1.0
 A sad two :(,2.0
 After Watching 5 seasons,5.0
 A well polished soap opera!,5.0
 Game Of Thrones:The kidnapping and butchering of a genre:The fantasy series.,6.0
 Mix of good and bad,4.0
" Winter is Coming, at the Pace of a Glacier",4.0
 Violent Porn is no Substitute for Creativity,2.0
 Soapopera in the middle ages,7.0
 Best show on TV EVER!,10.0
" Winter Is Coming, and with it a New Era for Fantasy",10.0
" It is such a dark, dark world. AND I LOVE IT!",10.0
" One star, only because there was not a 0",1.0
 Way too overrated! Not any good for a true fan of the books :(,2.0
 Terrible...,1.0
 Watch Season 1-4,5.0
 Brilliant - no spoilers here,10.0
 Game of Characters,10.0
 Most Well-Made TV Show I've Ever Seen,10.0
 Art of Kingship,10.0
 About This TV series,10.0
 Fantastic first season but losing interest due to character deaths and scattered story lines.,8.0
 Too much violence and gore scenes...blood all over the brainless characters,2.0
" If you seek an incredible story-line set in a fantasy world and haven't tried GoT yet, the best time to do so is now. You won't find any better.",10.0
 Best show on TV and in the history of film,10.0
 Excellent,10.0
 Disappointment from a lover of the books,9.0
 Westeros is a far cry from Middle-Earth.,10.0
 Surprisingly good,7.0
 The most overrated TV series in history,1.0
 Oh dear!,2.0
 Sex and betrayal in the time of dragons. Juicy.,5.0
" Blood, Sex and Fantasy!",7.0
 The most boring and overrated show ever,1.0
 Series 7 opener,2.0
" Predictable, Old, Nothing to Root For",3.0
 It don't have much content nor depth.,5.0
 A disgusting abomination.,2.0
 The Vilest Most Peurile Garbage Ever Broadcast,1.0
 Overrated in every step of the way..,2.0
" Good visuals, actors and atmosphere, but...",4.0
 Top class TV show,9.0
" Brilliant, captivating, in-depth story.",9.0
 Convincing sword and sorcery franchise,7.0
" A truly unique, brilliant show",10.0
" Every episode contains drama, and excitement!",10.0
 The Best,10.0
" Game Of Thrones, what a show",10.0
 Excellent,9.0
 Incredible,10.0
 Beautiful,10.0
" Ambitious and stunning series, superbly executed",10.0
 Outstanding series,10.0
 Was doubting for a moment but that was over really fast !,10.0
" A Dangerous Show Promoting Violence, Rape and Amorality as the Norm and then Downloading it into Viewers Minds as Acceptable",1.0
" Get your barf bags, folks!",2.0
 It's simply the best! Every episode is like a movie,10.0
 Too good,10.0
 Absolutely unattainable,10.0
 Great work based on the best book,10.0
 Quite simply the best new TV series ever made.,10.0
 One of the best shows on TV,10.0
 One of a kind,9.0
 You need a lot of patience to watch this!,10.0
 Best Series Ever!,10.0
 Beyond excellent,10.0
" Among the best series ever produced for T.V., if not, THE best.",10.0
 11 Stars,10.0
" This series is phenomenal, addictiive and naughty",9.0
 Really great,9.0
 Best Television show I Have ever seen.. And thats saying Something!!!,10.0
" Only a handful of gripes, overall excellent",8.0
 Just magnificent,10.0
 100% Flawless TV,10.0
" Wonderful, elaborate storytelling",8.0
" Never read the books, but after finishing season 1, I think I will.",10.0
 Awesome!,10.0
 GoT: A Gateway Drug,10.0
 haven't been so interested in series!,9.0
 all hail,10.0
" Some characters are not well casted, but the book(s) is/are adapted quite faithfully. An amazing TV series. Watch under any cost!",10.0
 Season 1-4 great after that not so much,7.0
" Very nice production, I watched every episode with pleasure, BUT...",9.0
" Swords & Dragons & Castles, oh my!",9.0
 How can the source material turn into... This...,4.0
 Takes the Throne of Crapiness,2.0
 overrated? in my opinion; yes,5.0
 The Winter Is Coming. Thank Goodness.,1.0
 Nothing special at all.,3.0
 Banal Fantasy Soap Opera for Teenagers,3.0
 Everything that goes up must come down,6.0
 Not as I expected,6.0
" If you know me, I've seen over 5,000 movies and TV Series. When I Rate something on IMDb a 10, it's because I compare it to this show.",10.0
 Too Slow for my liking,9.0
 Masterpiece!!,10.0
 Just a long boring porn story,1.0
" Brainwash, oh and spoilers",10.0
 Good but the books were (once again) better,7.0
 Don't listen to the bad reviews. Watch a few episodes and see for yourself.,10.0
 An exceptionally good show that lives up to the hype.,9.0
 Wait a minute? I liked it!?,9.0
 I haven't read the books,8.0
 ugghh,6.0
 The best TV show right now,10.0
 One of the best TV Shows !!,10.0
 Season 5: Another Heart-Stopping Season,10.0
" Pure escapism, but one that drags",7.0
 Unbelievable series,10.0
 Bad,1.0
 Perfect for Our Times,1.0
" Confusing, Boring, and Nonsensical",1.0
 a wonderful collective drama about humans and their conditions,10.0
 A show which will stand the test of time,10.0
 epic fantasy for adults,7.0
 Better than the books !,10.0
 Finally!!!,10.0
 TV at it's finest,10.0
 Great potential,9.0
 A medieval soap,4.0
 Do something else,1.0
 Is there a story?,7.0
 Woow,10.0
 Best TV Show of all time,10.0
 Simply the best,10.0
 Best TV Show ever,10.0
 Greatest Show ever,9.0
 Excellent,10.0
 This SHOW knows no BOUNDS!,10.0
 Mind blowing!!!,10.0
 the best,10.0
 A Game of Thrones,10.0
 waiting for,10.0
 Must watchable,10.0
 One of the best shows ever,10.0
 Best series ever made in my opinion,10.0
 A must watch for every human being!,10.0
 Fantasy seems so real,10.0
 hhhhhhhhhhhhh,10.0
 Not my kinda thing.. but omg.,10.0
 JUST AMAZING and best TV show ever made,10.0
 The best show ever,10.0
 Best fantasy show ever,10.0
 Amazing!,10.0
 Awesome,10.0
 A Seasonal Achievement in Cinematography.,10.0
 The Best Series Ever!!,10.0
 One of the best Tv drama shows .,10.0
 Mesmerized,10.0
 Adult TV fantasy drama couldn't get any better,10.0
 Brilliant,9.0
 Don't have any words to explain how good it is,10.0
 Best show,5.0
 Nothing more i can ad just awesome,10.0
 Sick,10.0
 Good,10.0
 My initial rating was a solid 10,9.0
 Review is from 2018 :),10.0
 Possibly the best television series ever created in the history of mankind.,10.0
 Best Tv shows out,10.0
 Watered Down Shock Value,5.0
 game,10.0
 The best TV show ever,10.0
 Best Show Ever,10.0
 AMAZING!,10.0
 Legacy,10.0
 THE BEST,10.0
 Season 7 review,10.0
 Hands Down the BEST TV show of the 21st Century,10.0
 A fantasy for fantasy sceptics,10.0
 Falling off,7.0
 Master piece,10.0
 Amazing!!! The best thing I have ever seen!!!,10.0
 The best tv-series ever,10.0
" really good , until...",8.0
 Let the Game Begin,10.0
 The best series of all time,10.0
 Spoiled Fun,3.0
 Highly overrated,7.0
 Mindless violence and misplaced nudity,4.0
 much ado about nothing,3.0
 1/10 compared to books,1.0
 Stupid Fantasy Crap,1.0
 Awful series,1.0
 The world's most expensive snuff film.,2.0
" Well acted, well written, and well produced - but too extreme.",6.0
 Not Good Now,1.0
 Awful,1.0
" Breathtaking visuals, writing, and acting. An outstanding book adaptation",10.0
" Bloody, violent and nude with great actors with bipolar disorders",5.0
 Once you see it you can get enough of it.,10.0
 Boring beyond belief,5.0
 Another one...,3.0
 Worst story,1.0
 Cheapened with Porn and F-words,1.0
 Please read this about GOT,9.0
 Brutally overrated,5.0
 Wow Wow,10.0
 A fantastic show filled with constant twists and unexpected turns. Game of Thrones is the perfect show.,10.0
 Unbelievable! One of the best or THE best series ever! MUST WATCH,10.0
" Great entertainment, though it falls somewhat short of being a Masterpiece",8.0
" Unpredictable, thus, Compelling",9.0
 Perfect,10.0
 Excellent Series,10.0
" First of all, I have to start out by saying that Game of Thrones will probably rank up there with LOST",10.0
 Fabulous!,10.0
 Excellent television adaptation from excellent books.,9.0
 Epic.,10.0
 absolutely brilliant,10.0
 A superb adaption,10.0
 Unbelievably fabulous,10.0
 Enough,3.0
" 9,5 out of 10!",10.0
" Genius , Brilliant , Amazing",10.0
 Laugh Out Loud Levels of Terrible,1.0
 No spoilers!,10.0
 I think Daenarys Targaryen,10.0
 Great show! Great great show!,9.0
" If you think this has a happy ending, you haven't been paying attention.",10.0
 best TV show ever made in the world,10.0
 perfectly displayed,9.0
 impressive,
 Compares to the likes of movies like Gladiator and Robin Hood,10.0
 Sean Bean's best work so far,10.0
 season 7 was quite disappointing,10.0
 Has been excellent but 2015 a let down,8.0
" Best ""Fantasy"" Show up to date..",7.0
 The best thing on television since the Wire.....,10.0
 A good quality show......,10.0
 Great Casting and Visually Stunning,9.0
 The most imaginative series...yet,10.0
" I admit, I hadn't read ""A Song Of Ice And Fire"" before watching the first episode. I was worried the books would ruin my enjoyment of watching the show. I was wrong.",9.0
 Excellent drama-fantasy,9.0
 Amazing...........!,9.0
" Wanted this to be a gem, all I got was soft porn.",4.0
 Boooooooooring,2.0
 For a certain audience,6.0
 Leaves me wanting,2.0
 Embarrassingly terrible,2.0
 A Game of two halves,5.0
" BEST SHOW EVER (Yes, Even better than Breaking Bad & Sopranos)",10.0
 Character Development. Plot Line. Artistry.,10.0
 Greatest thing to ever air on TV!,10.0
 I don't get it,4.0
 A disappointing bore,5.0
 First five seasons the curve goes down,6.0
 Overrated!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1.0
 Waste,9.0
" s1: best book adaptation i ever see, s2: complete failure!!!!",7.0
 Boring dullness and high expectations,5.0
" First episode too rushed, but getting better!",7.0
" Awful, Boring, for no one... legally",1.0
 Game of Thrones is Number One Series over a Century,10.0
" Anticpating ""The Dragon & the Wolf""",4.0
 Wait and see.,7.0
 Best show I've seen so far,10.0
 The best TV show of all time!,10.0
" There's a reason why this show is atop of the rest in most of ranks, and it's simply because is THE BEST.",10.0
 HBO knows it's job,10.0
" Born a king, raised a prince, dead as a poor guy (possibly)",7.0
 A Masterpiece,9.0
" Excellent, if you've followed it from the beginning, you know it's worth the 40 hours or so.",10.0
 Old Memories Re-made,10.0
 My favorite series on television!,10.0
 Well-Done Fantasy Series. A Dramatic Tour-de-Force!,8.0
 First Season is Great. Second Season not so great.,8.0
" Predictable, unnecessary nuance.",3.0
 No classic...,5.0
" Mindless nonsense! Crappy story, acting/dialogue, graphics. Nice costumes, scenery and music. Admit it, it's crap.",1.0
 Too much overrated ..!,7.0
 Season 6: Enough Already,5.0
 Not impressed at all...,1.0
 Watch Breaking Bad instead of this sh*t,1.0
 I don't get it.,5.0
" Poorly written, poorly directed, poorly produced. Completely disappointed.",3.0
 Not what TV should portray,1.0
 Very disappointed,7.0
 All was well until the end of Season 1,1.0
 Boring boring,2.0
" Great action, suspense, plot and character development!",10.0
 You can feel the writers have changed,8.0
 Both Good and Bad,7.0
 A breathtaking fantasy drama with some of the most complex and captivating characters on TV,10.0
 Best TV show ever!!,9.0
 Epic saga,8.0
 Drop Dead Gorgeous!,10.0
" ""Winter is coming""",10.0
 Great until the 5th season,10.0
" Excellent show, has been carrying higher potential, funny death scenes and unnecessary nudity",8.0
 The series which will define a generation!,10.0
 Great show and a very great Cast! (SPOILERS)!,10.0
 A superbly written drama leagues away from the rest of the common droll of television.,10.0
 By Far The Best Thing On TV,10.0
 The best show HBO have produced by far,7.0
 Truly remarkable,10.0
 Absolutely the best show ever,10.0
 Something to cheer about!!!!,10.0
 Beyond magnificent,10.0
 Television does not get better than this,10.0
 Great BUT!,2.0
" After episode four, I'm not watching any more.",2.0
" Sadlly, not quite what i expected..",5.0
 The best of best of all time.,10.0
 Buy the book and watch the show!,10.0
" Unnecessary violence, nudity and slow plot",5.0
 Simply the best,10.0
 Perfection,10.0
 A show that has sadly lost it's flair.,6.0
" Castles, Knights, Jousts, Sword Duels etc whats to dislike?.......",9.0
 Great show accompanied by even better novels,10.0
" A good show, but....",6.0
 The best in history of tv shows,10.0
" Starts great, falls to average",8.0
 A Need Fulfilled,10.0
 This is a television show?,10.0
 Probably The Best TV show in the history!,10.0
 How long is history?,8.0
" A review of ""Game of Thrones,"" Season 1",8.0
 wow... where to start?! One of the greatest shows of all time!,10.0
 Amazing - I absolutely love it,10.0
 One of the best TV series ever !!,10.0
 Love the series,10.0
" Fabulous, Awesome Mindblowing",10.0
 Simply Magnificent,10.0
 Imdp why is my review too short I wrote what in my mind,10.0
 The greatest show ever,10.0
 Perfection!,10.0
 best tv show ever,10.0
 Grandest and possibly the greatest series of all time,10.0
 Best Show Ever,10.0
 Got,10.0
 Masterpiece,9.0
 Unbelievable,10.0
 Pleasantly surprised,8.0
 Great show,7.0
 Very Good Show,9.0
 Nothing much needs to be said.,9.0
 good,10.0
 A Fantastic Series From Start to Finish,10.0
 The best TV show of all time,10.0
 This TV series is magnificent! And Its Awesome.,10.0
 Mind blowing! highly addictive!!,10.0
 Did you read the books?,9.0
 Don't let your children watch this!,1.0
" OK, But Not Excellent",8.0
 fantasy porn,6.0
 Simply the Best,10.0
 Beginners mistakes,4.0
 THE MOST Overrated Show,1.0
" Great show and cast, but....",9.0
 The best show on planet earth along with Davinci's Demons!!,10.0
" Not for kids, but an awesome show to get into.",10.0
 the best show ever,10.0
 Greatest Show Ever,10.0
" Complicated, not enough dragon action",6.0
 Not as good as it should have been...,9.0
 Awesome,10.0
 Perfect!,10.0
" Glossy, spectacular, but what about involving the viewer?",4.0
 Truly Phenomenal,9.0
 What else can be said?,10.0
" So compelling, it's addictive (in a good way :P)",9.0
 Addicting series,8.0
 Personal Opinion of Game of Thrones,10.0
 LOTR of the TV World,10.0
" Amazing storytelling, a harsh reality and an excellent adaptation of the books",10.0
 I would rate it 20 out of 10 if I could.,10.0
 Never seen a television show as good as GoT,10.0
 Some fair criticisms but still lords over so many TV shows,7.0
 pure fantasy,10.0
 where is the rest of the story?,10.0
" Watch it, NOW!",10.0
 A masterpiece that take you to dark ages and really leave you there for you to sort the way out..,10.0
" Very mediocre, medieval True Blood.",5.0
 What's so exciting about this?,9.0
 Pretty boring,3.0
 Overrated,1.0
 Vast disappointment,3.0
" Well, I think that almost doesn't worth the popcorn...",3.0
" Bad pacing, spotty writing and acting - but still watchable",5.0
 not good,1.0
" Watched the rest, now watch the best.",10.0
 A thrilling ride,10.0
 Stupid Stunt Casting,9.0
 The greatest TV show of all time!!!,10.0
 Hands off the Royal Set,10.0
" If you have never watched this series, you don't know what you're missing.",10.0
 A very beautiful sh*t,1.0
 A little disappointing.,7.0
 A life changing experience,10.0
 Above average but not perfect,4.0
 Innovative!!,10.0
 One of the best shows ever,9.0
" The Most Fascinating Show Ever...""Who is Next""",10.0
 One of the best television shows out there. Period.,10.0
 Outstanding..... Top of its class....,10.0
 Peter Dinklage - Great things come in small packages,10.0
 Epic Show,10.0
 fantastic,10.0
" wow, what a show.",10.0
 Best TV Show ever,10.0
 A must-watch,10.0
 Mind Blowing Show!,10.0
 Game of Thrones is more than just a television show.,10.0
" Violence, gore, sex and swears. And an engaging plot, too!",9.0
" dark, violent, and pointless.",35.0
 You won't really know what is it about unless you read the books,7.0
 King Joffrey played by Jack Gleeson,10.0
 The best i've seen!,10.0
 Trying to get into it...,6.0
 Too many characters,5.0
 From book to Screen - Flawless,7.0
 One of the best shows ever!,10.0
 Omg,10.0
 Heart of the story without the waffle,6.0
 Perfect,10.0
 Disappointed about Arya's story line (may contain some spoilers),9.0
 Late to the game.,9.0
 Awesome !!,10.0
 Perfection,10.0
 Great Series,10.0
 An overall brilliant show that keeps to the book!,10.0
 A Brilliant Graphic Drama,10.0
 Fan since the very first hour,10.0
 An excellent TV series,10.0
" Highly understandable, even for those who have not read the books.",10.0
 I Would Not Typically Watch A Show Like This and I Love It,10.0
 A grand sweeping Epic - truly breath-taking,10.0
 Greatest Show In The World,10.0
